# SignalP-5.0	Organism: Gram-negative	Timestamp: 20230503161348
 ID	Prediction	SP(Sec/SPI)	TAT(Tat/SPI)	LIPO(Sec/SPII)	OTHER	CS Position
megahit_30869_3834-6692	SP(Sec/SPI)	0.993022	0.000517	0.004198	0.002263	CS pos: 25-26. ANA-KT. Pr: 0.9365
megahit_30871_2682-3317	SP(Sec/SPI)	0.991365	0.002373	0.001905	0.004356	CS pos: 29-30. ANA-AI. Pr: 0.9800
megahit_30871_3354-3698	SP(Sec/SPI)	0.989182	0.000977	0.008231	0.001610	CS pos: 23-24. ASA-DS. Pr: 0.8425
megahit_30871_3834-6842	SP(Sec/SPI)	0.993022	0.000517	0.004198	0.002263	CS pos: 25-26. ANA-KT. Pr: 0.9365
megahit_30871_6878-7411	LIPO(Sec/SPII)	0.001303	0.000083	0.998276	0.000338	CS pos: 18-19. IFS-CS. Pr: 0.9986
megahit_31341_4-2145	OTHER	0.006463	0.001207	0.001219	0.991111	
megahit_31350_1-321	OTHER	0.007207	0.010826	0.000969	0.980998	
megahit_31576_1399-3642	OTHER	0.011371	0.001814	0.004141	0.982674	
megahit_32411_3-728	OTHER	0.008178	0.001207	0.001194	0.989421	
megahit_35079_4409-5581	OTHER	0.007334	0.000106	0.015918	0.976643	
megahit_35120_32-223	SP(Sec/SPI)	0.988301	0.000755	0.007323	0.003621	CS pos: 19-20. AMA-GS. Pr: 0.6297
megahit_35275_2166-3407	OTHER	0.008255	0.001091	0.002515	0.988139	
megahit_35279_2166-3407	OTHER	0.008255	0.001091	0.002515	0.988139	
megahit_35480_913-2667	OTHER	0.002218	0.000362	0.000355	0.997065	
megahit_35937_3-671	OTHER	0.002747	0.000353	0.000285	0.996615	
megahit_35980_157-1044	OTHER	0.022208	0.004976	0.003926	0.968890	
megahit_35989_89-544	OTHER	0.000606	0.000133	0.000783	0.998479	
megahit_36229_3-869	OTHER	0.018832	0.002364	0.000468	0.978336	
megahit_37542_2-1432	OTHER	0.011133	0.001019	0.000742	0.987106	
megahit_39573_111-1199	TAT(Tat/SPI)	0.001843	0.997404	0.000363	0.000390	CS pos: 28-29. AIA-QG. Pr: 0.7905
megahit_40381_2212-2943	SP(Sec/SPI)	0.976369	0.000238	0.012988	0.010406	CS pos: 20-21. INA-QD. Pr: 0.9718
megahit_40381_2945-3082	OTHER	0.070495	0.003622	0.034578	0.891306	
megahit_40530_89-916	OTHER	0.006718	0.000790	0.000537	0.991955	
megahit_41825_434-922	OTHER	0.129171	0.210512	0.029604	0.630713	
megahit_42400_221-718	OTHER	0.000670	0.000157	0.001553	0.997620	
megahit_42400_875-1372	OTHER	0.000670	0.000157	0.001553	0.997620	
megahit_42400_1529-2026	OTHER	0.000670	0.000157	0.001553	0.997620	
megahit_42400_2175-2774	OTHER	0.018996	0.002203	0.006102	0.972700	
megahit_42401_128-460	SP(Sec/SPI)	0.606795	0.000319	0.383961	0.008924	CS pos: 27-28. SEA-AT. Pr: 0.3125
megahit_43378_19899-22082	OTHER	0.002774	0.000895	0.000213	0.996117	
megahit_43520_95-442	SP(Sec/SPI)	0.994753	0.003279	0.000836	0.001131	CS pos: 24-25. ANA-AD. Pr: 0.9796
megahit_43522_16989-17594	OTHER	0.003827	0.002451	0.000971	0.992751	
megahit_44084_2501-2908	OTHER	0.002321	0.000613	0.000341	0.996725	
megahit_44086_2501-2908	OTHER	0.002321	0.000613	0.000341	0.996725	
megahit_44278_460-2049	SP(Sec/SPI)	0.979061	0.000844	0.017167	0.002927	CS pos: 24-25. GFA-QL. Pr: 0.8004
megahit_46326_202-444	OTHER	0.001042	0.000124	0.002994	0.995840	
megahit_46419_128-757	OTHER	0.036833	0.004413	0.002469	0.956285	
megahit_48584_767-1162	OTHER	0.004008	0.000730	0.000896	0.994365	
megahit_48585_728-1123	OTHER	0.004008	0.000730	0.000896	0.994365	
megahit_49339_8205-8879	OTHER	0.009369	0.001448	0.002912	0.986272	
megahit_49625_10474-11055	OTHER	0.045108	0.005054	0.003822	0.946015	
megahit_49629_10475-11056	OTHER	0.045108	0.005054	0.003822	0.946015	
megahit_49631_10474-11055	OTHER	0.045108	0.005054	0.003822	0.946015	
megahit_50599_574-1500	OTHER	0.000720	0.000408	0.000671	0.998201	
megahit_51325_1752-3467	OTHER	0.014927	0.001109	0.000479	0.983486	
megahit_51326_5340-6296	OTHER	0.004399	0.014210	0.000656	0.980735	
megahit_51359_1252-2358	OTHER	0.005116	0.001797	0.000851	0.992237	
megahit_52063_699-4004	OTHER	0.077681	0.002914	0.003362	0.916042	
megahit_52347_467-1834	SP(Sec/SPI)	0.995823	0.000297	0.003128	0.000752	CS pos: 20-21. AHA-QA. Pr: 0.6484
megahit_52476_44-316	OTHER	0.011785	0.022966	0.001460	0.963789	
megahit_53184_3-497	OTHER	0.007677	0.003698	0.001795	0.986830	
megahit_53460_15779-16885	OTHER	0.017956	0.037847	0.002917	0.941280	
megahit_53464_4276-5601	OTHER	0.000462	0.000352	0.000978	0.998207	
megahit_53850_2-286	OTHER	0.007365	0.003951	0.002587	0.986098	
megahit_54815_41-1585	OTHER	0.001505	0.000499	0.000448	0.997548	
megahit_54879_1-720	OTHER	0.298976	0.036709	0.012105	0.652211	
megahit_55264_5047-6624	OTHER	0.002157	0.000444	0.001736	0.995663	
megahit_55265_5046-6623	OTHER	0.002157	0.000444	0.001736	0.995663	
megahit_56610_430-759	OTHER	0.003392	0.001645	0.000524	0.994439	
megahit_57631_264-536	OTHER	0.007908	0.001661	0.001755	0.988677	
megahit_57783_2178-3896	OTHER	0.005094	0.002771	0.000523	0.991613	
megahit_57787_2182-3789	OTHER	0.021556	0.042364	0.002165	0.933916	
megahit_57793_1685-1999	OTHER	0.014356	0.003924	0.000604	0.981115	
megahit_58442_3126-3890	OTHER	0.002635	0.003981	0.000260	0.993123	
megahit_59649_4398-4898	SP(Sec/SPI)	0.997608	0.000683	0.001022	0.000687	CS pos: 24-25. ALA-QE. Pr: 0.9542
megahit_59779_55-2895	SP(Sec/SPI)	0.970010	0.001086	0.027869	0.001035	CS pos: 22-23. AVA-AP. Pr: 0.9371
megahit_65029_3-638	OTHER	0.000906	0.005679	0.000154	0.993261	
megahit_65474_1-939	OTHER	0.097197	0.005276	0.010322	0.887206	
megahit_66465_331-1044	OTHER	0.007117	0.001751	0.001897	0.989236	
megahit_66629_285-1553	OTHER	0.002591	0.000267	0.004536	0.992605	
megahit_67606_35-2056	LIPO(Sec/SPII)	0.002731	0.000045	0.997078	0.000146	CS pos: 19-20. IAS-CS. Pr: 0.9971
megahit_67608_35-2065	LIPO(Sec/SPII)	0.001822	0.000717	0.996960	0.000502	CS pos: 26-27. VSS-CS. Pr: 0.9975
megahit_67663_2104-3015	OTHER	0.010210	0.001944	0.000760	0.987086	
megahit_67663_5653-6264	OTHER	0.019041	0.003564	0.001574	0.975821	
megahit_67663_6268-7668	OTHER	0.002468	0.001244	0.000307	0.995981	
megahit_67663_7677-8759	OTHER	0.010460	0.001008	0.002004	0.986528	
megahit_67664_5653-6264	OTHER	0.019041	0.003564	0.001574	0.975821	
megahit_67754_2694-3668	SP(Sec/SPI)	0.956954	0.039712	0.001461	0.001873	CS pos: 27-28. ALA-QE. Pr: 0.9795
megahit_67775_17445-18536	OTHER	0.014058	0.004675	0.000836	0.980431	
megahit_67820_26883-27272	OTHER	0.001631	0.000497	0.000154	0.997718	
megahit_67822_25520-26833	OTHER	0.014722	0.000440	0.002140	0.982697	
megahit_67822_26883-27272	OTHER	0.001631	0.000497	0.000154	0.997718	
megahit_70456_1274-2125	OTHER	0.004097	0.006438	0.001080	0.988385	
megahit_75038_24-281	OTHER	0.002520	0.001298	0.000646	0.995535	
megahit_76930_78-1298	SP(Sec/SPI)	0.996795	0.000494	0.002177	0.000534	CS pos: 20-21. AYA-TK. Pr: 0.8683
megahit_77410_2530-4440	OTHER	0.004991	0.000811	0.000689	0.993509	
megahit_78126_1-738	OTHER	0.034868	0.007545	0.004198	0.953389	
megahit_78135_3123-4460	OTHER	0.003381	0.001610	0.000742	0.994267	
megahit_78440_8159-9184	OTHER	0.025788	0.001807	0.002668	0.969737	
megahit_78468_240-398	OTHER	0.005621	0.004075	0.002670	0.987633	
megahit_78553_3836-4069	LIPO(Sec/SPII)	0.153550	0.000998	0.691319	0.154133	CS pos: 21-22. ITG-SS. Pr: 0.5697
megahit_78658_34-228	OTHER	0.089656	0.031866	0.008940	0.869538	
megahit_78939_18767-19423	SP(Sec/SPI)	0.966769	0.001387	0.010419	0.021425	CS pos: 28-29. ALA-TL. Pr: 0.6542
megahit_78939_19707-23054	OTHER	0.126380	0.000545	0.180810	0.692265	
megahit_78939_26337-27149	OTHER	0.020681	0.009611	0.001110	0.968597	
megahit_78940_1987-3165	OTHER	0.012918	0.002914	0.002940	0.981228	
megahit_78940_5187-5618	OTHER	0.389320	0.002035	0.083236	0.525408	
megahit_78940_18499-19155	SP(Sec/SPI)	0.966769	0.001387	0.010419	0.021425	CS pos: 28-29. ALA-TL. Pr: 0.6542
megahit_78940_19439-22786	OTHER	0.126380	0.000545	0.180810	0.692265	
megahit_78940_22764-24782	OTHER	0.001707	0.000131	0.009105	0.989057	
megahit_78941_17769-18425	SP(Sec/SPI)	0.966769	0.001387	0.010419	0.021425	CS pos: 28-29. ALA-TL. Pr: 0.6542
megahit_78941_18709-22056	OTHER	0.126380	0.000545	0.180810	0.692265	
megahit_78941_22034-24052	OTHER	0.001707	0.000131	0.009105	0.989057	
megahit_79013_772-1470	OTHER	0.003724	0.001964	0.000541	0.993772	
megahit_79784_2032-4593	SP(Sec/SPI)	0.746613	0.214929	0.015452	0.023006	CS pos: 31-32. PFA-QE. Pr: 0.7442
megahit_79785_765-3326	SP(Sec/SPI)	0.890555	0.100835	0.001502	0.007109	CS pos: 31-32. VLA-QD. Pr: 0.9753
megahit_79871_8-1381	OTHER	0.007797	0.002038	0.001267	0.988898	
megahit_79990_4480-5490	TAT(Tat/SPI)	0.005919	0.983785	0.000280	0.010016	CS pos: 47-48. ANA-AG. Pr: 0.8933
megahit_79992_4480-5490	TAT(Tat/SPI)	0.005919	0.983785	0.000280	0.010016	CS pos: 47-48. ANA-AG. Pr: 0.8933
megahit_80071_6074-6589	OTHER	0.129236	0.043678	0.047711	0.779375	
megahit_80071_13511-14317	OTHER	0.014437	0.002601	0.001849	0.981113	
megahit_81531_158-2029	LIPO(Sec/SPII)	0.000511	0.000062	0.999147	0.000279	CS pos: 18-19. VGG-CS. Pr: 0.9997
megahit_81907_2467-3405	SP(Sec/SPI)	0.966902	0.004667	0.002942	0.025489	CS pos: 32-33. IYA-SE. Pr: 0.9569
megahit_84315_3316-4494	SP(Sec/SPI)	0.699526	0.026045	0.017499	0.256930	CS pos: 45-46. AEA-TQ. Pr: 0.5375
megahit_85195_2882-3862	SP(Sec/SPI)	0.957013	0.005068	0.024761	0.013158	CS pos: 24-25. VSA-MP. Pr: 0.7690
megahit_85195_3853-4572	OTHER	0.004436	0.001133	0.000468	0.993962	
megahit_85195_5469-6491	OTHER	0.010731	0.000581	0.002009	0.986679	
megahit_85196_5496-6518	OTHER	0.010731	0.000581	0.002009	0.986679	
megahit_85605_178-951	SP(Sec/SPI)	0.746962	0.000469	0.246624	0.005946	CS pos: 20-21. GFA-QS. Pr: 0.6534
megahit_85605_973-3522	SP(Sec/SPI)	0.773912	0.001815	0.213738	0.010535	CS pos: 19-20. LLA-QT. Pr: 0.7096
megahit_88476_575-1111	OTHER	0.007065	0.001305	0.003221	0.988409	
megahit_88476_1130-1447	OTHER	0.023132	0.005034	0.001805	0.970029	
megahit_88476_1440-1544	OTHER	0.023387	0.003971	0.009854	0.962788	
megahit_89932_347-895	SP(Sec/SPI)	0.993036	0.000486	0.002027	0.004451	CS pos: 23-24. AIA-QE. Pr: 0.9820
megahit_89932_892-2094	SP(Sec/SPI)	0.983673	0.000845	0.012607	0.002874	CS pos: 20-21. SNA-QE. Pr: 0.8921
megahit_89933_347-895	SP(Sec/SPI)	0.993036	0.000486	0.002027	0.004451	CS pos: 23-24. AIA-QE. Pr: 0.9820
megahit_89933_892-2094	SP(Sec/SPI)	0.983673	0.000845	0.012607	0.002874	CS pos: 20-21. SNA-QE. Pr: 0.8921
megahit_89989_1-534	OTHER	0.007454	0.007367	0.003319	0.981859	
megahit_90411_2736-3716	OTHER	0.019120	0.006397	0.002458	0.972025	
megahit_93986_2-289	OTHER	0.023477	0.001349	0.029408	0.945766	
megahit_95275_1354-3975	OTHER	0.009517	0.002312	0.001771	0.986400	
megahit_95277_1228-3849	OTHER	0.009517	0.002312	0.001771	0.986400	
megahit_95278_783-3035	OTHER	0.009517	0.002312	0.001771	0.986400	
megahit_95753_8927-9394	OTHER	0.031056	0.004318	0.004393	0.960233	
megahit_95758_8951-9394	OTHER	0.059771	0.007566	0.007835	0.924827	
megahit_95761_1-600	OTHER	0.010049	0.001391	0.000947	0.987613	
megahit_95869_167-856	OTHER	0.016557	0.010328	0.021922	0.951192	
megahit_95871_520-966	OTHER	0.046393	0.033250	0.004279	0.916079	
megahit_96204_567-1049	OTHER	0.028170	0.002959	0.005105	0.963765	
megahit_97549_2-1591	OTHER	0.007341	0.002095	0.000996	0.989568	
megahit_98166_3610-3981	OTHER	0.001553	0.000500	0.000470	0.997477	
megahit_98166_4081-4770	OTHER	0.009919	0.010971	0.002229	0.976881	
megahit_98166_4851-5405	OTHER	0.037265	0.000682	0.001098	0.960955	
megahit_98611_961-1308	OTHER	0.029385	0.000831	0.019697	0.950087	
megahit_98617_466-942	SP(Sec/SPI)	0.938519	0.000486	0.050467	0.010527	CS pos: 18-19. VSA-QE. Pr: 0.8907
megahit_100027_441-3539	LIPO(Sec/SPII)	0.000886	0.000095	0.998559	0.000460	CS pos: 27-28. LAG-CN. Pr: 0.9986
megahit_101027_724-1098	OTHER	0.022946	0.042008	0.013936	0.921110	
megahit_102629_1640-2392	OTHER	0.029389	0.000662	0.003044	0.966905	
megahit_103226_60-1340	TAT(Tat/SPI)	0.311234	0.427751	0.028608	0.232406	CS pos: 31-32. ANA-GT. Pr: 0.5166
megahit_107450_138-1391	OTHER	0.330528	0.008391	0.041936	0.619145	
megahit_107450_1434-1670	OTHER	0.003695	0.001351	0.000378	0.994576	
megahit_108103_1115-1771	OTHER	0.005985	0.007863	0.001334	0.984819	
megahit_108570_139-972	OTHER	0.037455	0.021020	0.008374	0.933150	
megahit_111203_929-2068	SP(Sec/SPI)	0.522224	0.001007	0.037278	0.439490	CS pos: 24-25. AHA-DW. Pr: 0.5161
megahit_111268_114-515	OTHER	0.001508	0.000556	0.000443	0.997493	
megahit_111351_1-495	OTHER	0.012861	0.084466	0.001394	0.901279	
megahit_111484_18009-18620	SP(Sec/SPI)	0.906769	0.040589	0.003577	0.049066	CS pos: 34-35. AIA-QE. Pr: 0.9171
megahit_111485_17996-18607	SP(Sec/SPI)	0.906769	0.040589	0.003577	0.049066	CS pos: 34-35. AIA-QE. Pr: 0.9171
megahit_112701_2-142	OTHER	0.029936	0.003210	0.005897	0.960956	
megahit_114943_4965-6440	OTHER	0.008592	0.002521	0.001727	0.987161	
megahit_115740_616-1392	SP(Sec/SPI)	0.994969	0.000449	0.003623	0.000959	CS pos: 20-21. AYS-YN. Pr: 0.8466
megahit_115799_759-2324	SP(Sec/SPI)	0.885142	0.003855	0.008203	0.102801	CS pos: 24-25. TWA-MP. Pr: 0.8775
megahit_116806_649-3369	OTHER	0.011884	0.033219	0.003937	0.950960	
megahit_117778_823-1788	SP(Sec/SPI)	0.993407	0.000274	0.002409	0.003910	CS pos: 19-20. TYA-AG. Pr: 0.9602
megahit_118437_8428-9321	OTHER	0.005958	0.017399	0.003373	0.973270	
megahit_118662_8441-8734	SP(Sec/SPI)	0.997501	0.000410	0.001539	0.000551	CS pos: 24-25. VMA-DE. Pr: 0.9909
megahit_118703_1261-1761	OTHER	0.435176	0.003635	0.014013	0.547176	
megahit_118856_1306-2715	LIPO(Sec/SPII)	0.000903	0.000078	0.998781	0.000237	CS pos: 16-17. LAS-CS. Pr: 0.9994
megahit_119817_4027-5292	LIPO(Sec/SPII)	0.045268	0.001332	0.623183	0.330217	CS pos: 16-17. GLT-CG. Pr: 0.6123
megahit_119817_6021-6446	OTHER	0.006825	0.001498	0.000738	0.990939	
megahit_120053_22009-24438	SP(Sec/SPI)	0.960941	0.034493	0.001734	0.002832	CS pos: 29-30. ALA-QD. Pr: 0.9681
megahit_120054_22009-24438	SP(Sec/SPI)	0.960941	0.034493	0.001734	0.002832	CS pos: 29-30. ALA-QD. Pr: 0.9681
megahit_121298_1-714	OTHER	0.002875	0.001675	0.000502	0.994948	
megahit_121665_991-2877	OTHER	0.012762	0.000442	0.013891	0.972905	
megahit_123497_159-2378	TAT(Tat/SPI)	0.099902	0.574171	0.003364	0.322563	CS pos: 40-41. ADA-AK. Pr: 0.5457
megahit_126695_2687-2974	OTHER	0.003911	0.002215	0.000530	0.993344	
megahit_126696_5935-6222	OTHER	0.003911	0.002215	0.000530	0.993344	
megahit_126830_430-1260	OTHER	0.018882	0.011024	0.001596	0.968498	
megahit_126834_1-717	OTHER	0.011910	0.055980	0.001825	0.930284	
megahit_126835_430-1260	OTHER	0.018882	0.011024	0.001596	0.968498	
megahit_127014_543-1043	OTHER	0.005095	0.002707	0.000884	0.991313	
megahit_127105_19494-26579	OTHER	0.007876	0.001184	0.001359	0.989581	
megahit_128732_1-654	OTHER	0.007614	0.001549	0.001689	0.989147	
megahit_129253_2-649	OTHER	0.014567	0.013201	0.002239	0.969993	
megahit_129345_4316-6244	SP(Sec/SPI)	0.997031	0.000822	0.001306	0.000841	CS pos: 26-27. VLA-QT. Pr: 0.9925
megahit_129347_4316-6244	SP(Sec/SPI)	0.997031	0.000822	0.001306	0.000841	CS pos: 26-27. VLA-QT. Pr: 0.9925
megahit_129632_7746-8027	OTHER	0.006449	0.004247	0.001999	0.987305	
megahit_130035_2912-3601	SP(Sec/SPI)	0.911533	0.061025	0.006042	0.021400	CS pos: 42-43. AMA-EG. Pr: 0.8114
megahit_131587_3-1418	OTHER	0.024435	0.003275	0.006554	0.965736	
megahit_133022_23-1237	OTHER	0.010729	0.001665	0.001908	0.985699	
megahit_133258_175-1623	SP(Sec/SPI)	0.996141	0.000094	0.003245	0.000520	CS pos: 20-21. TNA-QV. Pr: 0.8893
megahit_133319_1947-3803	OTHER	0.024540	0.001330	0.007861	0.966270	
megahit_133319_3857-5155	OTHER	0.002384	0.000260	0.002320	0.995036	
megahit_133319_5784-6803	SP(Sec/SPI)	0.949447	0.018652	0.005017	0.026884	CS pos: 29-30. ALA-AT. Pr: 0.7246
megahit_133360_1-618	OTHER	0.016261	0.009133	0.001730	0.972876	
megahit_133475_7011-7226	OTHER	0.002102	0.000694	0.000303	0.996900	
megahit_133475_10695-12680	OTHER	0.002418	0.000896	0.000141	0.996545	
megahit_133571_3684-4262	OTHER	0.007911	0.001788	0.001700	0.988602	
megahit_133595_564-3008	OTHER	0.005940	0.003693	0.000999	0.989368	
megahit_133854_47-577	OTHER	0.016241	0.002736	0.001235	0.979788	
megahit_134060_3143-4726	OTHER	0.015639	0.046621	0.007836	0.929904	
megahit_134078_120-386	OTHER	0.006341	0.001935	0.000504	0.991220	
megahit_134529_636-1139	OTHER	0.116357	0.051186	0.008749	0.823708	
megahit_134824_3-1604	SP(Sec/SPI)	0.772793	0.006595	0.002865	0.217748	CS pos: 34-35. AWG-AG. Pr: 0.7419
megahit_135111_495-1235	OTHER	0.004077	0.002365	0.000567	0.992991	
megahit_137049_49-1170	LIPO(Sec/SPII)	0.001401	0.000070	0.998225	0.000304	CS pos: 20-21. LIS-CG. Pr: 0.9989
megahit_137985_307-612	OTHER	0.002607	0.002155	0.000742	0.994496	
megahit_138224_3-2429	OTHER	0.003114	0.003513	0.001297	0.992076	
megahit_138231_3-2768	OTHER	0.003114	0.003513	0.001297	0.992076	
megahit_139384_3118-4569	OTHER	0.010830	0.002413	0.010056	0.976701	
megahit_139391_11261-12742	OTHER	0.002464	0.000188	0.001525	0.995823	
megahit_140768_1686-2201	OTHER	0.006806	0.012455	0.001408	0.979331	
megahit_141335_1-1110	OTHER	0.007326	0.000411	0.001369	0.990894	
megahit_141335_1123-2442	OTHER	0.010960	0.002063	0.080084	0.906894	
megahit_142084_1693-2346	SP(Sec/SPI)	0.990419	0.000446	0.005554	0.003581	CS pos: 17-18. AQA-QE. Pr: 0.9869
megahit_142459_10288-11046	OTHER	0.003699	0.011734	0.001056	0.983511	
megahit_142726_683-1993	OTHER	0.003518	0.000335	0.000577	0.995570	
megahit_144009_3-1022	TAT(Tat/SPI)	0.003033	0.996195	0.000328	0.000444	CS pos: 37-38. AYA-YT. Pr: 0.9227
megahit_144329_1-336	OTHER	0.004431	0.001269	0.000948	0.993351	
megahit_144431_1-495	OTHER	0.113082	0.121313	0.013117	0.752487	
megahit_144433_1-495	OTHER	0.113082	0.121313	0.013117	0.752487	
megahit_148160_1411-2700	OTHER	0.100409	0.019338	0.037007	0.843246	
megahit_149591_2831-3916	OTHER	0.002776	0.000876	0.000816	0.995531	
megahit_149592_2831-3916	OTHER	0.002776	0.000876	0.000816	0.995531	
megahit_149592_5535-7523	OTHER	0.011735	0.006230	0.002661	0.979374	
megahit_150236_1712-2650	LIPO(Sec/SPII)	0.000942	0.000093	0.998735	0.000230	CS pos: 20-21. LSG-CQ. Pr: 0.9993
megahit_150236_2652-3032	SP(Sec/SPI)	0.991047	0.004913	0.002431	0.001610	CS pos: 24-25. VQA-EA. Pr: 0.8305
megahit_151456_2980-3681	OTHER	0.003752	0.000185	0.002437	0.993627	
megahit_152068_7640-8041	OTHER	0.002704	0.000655	0.000445	0.996196	
megahit_152070_7639-8040	OTHER	0.002704	0.000655	0.000445	0.996196	
megahit_152723_190-1266	OTHER	0.005060	0.003276	0.000390	0.991274	
megahit_152899_522-827	OTHER	0.001162	0.001852	0.000273	0.996712	
megahit_152978_1359-3269	OTHER	0.004749	0.000968	0.001187	0.993096	
megahit_152978_4065-5453	OTHER	0.000953	0.000128	0.000638	0.998280	
megahit_153792_18-2483	OTHER	0.008881	0.008699	0.018530	0.963890	
megahit_158019_2977-3312	OTHER	0.005789	0.000893	0.000481	0.992837	
megahit_158631_447-884	OTHER	0.017764	0.001053	0.003010	0.978174	
megahit_160216_3225-3569	OTHER	0.004053	0.000472	0.001462	0.994013	
megahit_162301_153-3746	SP(Sec/SPI)	0.980464	0.004956	0.006671	0.007908	CS pos: 28-29. VGA-QE. Pr: 0.8704
megahit_163247_856-1893	LIPO(Sec/SPII)	0.000521	0.000046	0.999246	0.000188	CS pos: 18-19. LVS-CS. Pr: 0.9998
megahit_163544_1603-2040	OTHER	0.010362	0.001225	0.002384	0.986028	
megahit_163899_174-974	OTHER	0.008614	0.026305	0.001357	0.963724	
megahit_163903_689-1738	OTHER	0.005963	0.000765	0.001004	0.992268	
megahit_163903_16622-20005	OTHER	0.003358	0.015249	0.000508	0.980884	
megahit_164054_347-1027	OTHER	0.000756	0.000165	0.000119	0.998960	
megahit_164270_1300-3408	SP(Sec/SPI)	0.886743	0.002034	0.013949	0.097274	CS pos: 26-27. VFA-QS. Pr: 0.7911
megahit_164271_3374-4501	OTHER	0.122248	0.006882	0.009069	0.861801	
megahit_164272_3-509	OTHER	0.032551	0.001490	0.003192	0.962767	
